further cluster squared mean,raceId
0.3333333333333333,421
0.8333333333333334,422
1.0,423
0.3333333333333333,424
0.2,425
0.3333333333333333,426
0.5,427
0.3333333333333333,428
1.0,429
0.3333333333333333,430
1.0,431
0.0,432
0.3333333333333333,433
0.5,434
0.5,435
1.0,436
0.3333333333333333,437
0.3333333333333333,438
1.0,439
0.5,440
0.3333333333333333,441
0.5,442
1.0,443
1.0,444
0.5,445
1.0,446
0.2,447
0.5,448
0.35,449
0.3333333333333333,450
0.26666666666666666,451
1.0,452
0.25,453
1.0,454
0.5,455
0.5,456
0.5,457
1.0,458
0.5,459
0.25,460
0.25,461
0.5,462
0.16666666666666666,463
0.21428571428571427,464
0.2,465
0.18055555555555555,466
0.2,467
0.3333333333333333,468
0.26666666666666666,469
1.0,470
1.0,471
0.25,472
0.5,473
0.3333333333333333,474
0.3333333333333333,475
0.3333333333333333,476
0.5,477
0.2142857142857143,478
0.26666666666666666,479
0.3333333333333333,480
0.3333333333333333,481
0.5,482
0.3333333333333333,483
0.3333333333333333,484
0.25,485
0.3333333333333333,486
0.35,487
0.8333333333333334,488
0.35,489
0.18055555555555555,490
0.2,491
0.25,492
0.2,493
0.26666666666666666,494
0.2,495
0.25,496
0.26666666666666666,497
0.2,498
0.2,499
0.25,500
0.3333333333333333,501
0.2,502
1.0,503
0.5,504
0.25,505
0.5,506
0.5,507
0.5,508
0.2,509
0.25,510
0.16666666666666666,511
0.17857142857142858,512
0.2,513
0.2,514
0.5,515
0.10897435897435898,516
0.25,517
0.3333333333333333,518
1.0,519
0.3333333333333333,520
0.3333333333333333,521
0.35,522
0.5,523
0.5,524
0.2,525
0.2142857142857143,526
0.25,527
0.16666666666666666,528
0.25,529
1.0,530
0.5,531
0.8333333333333334,532
1.0,533
0.25,534
1.0,535
1.0,536
0.5,537
0.5,538
0.5,539
0.35,540
0.5,541
0.16666666666666666,542
0.5,543
0.3333333333333333,544
1.0,545
0.5,546
0.2,547
0.5,548
0.0,549
1.0,550
0.3333333333333333,551
0.5,552
0.5,553
0.3333333333333333,554
0.5,555
0.3333333333333333,556
0.2,557
0.5,558
0.3333333333333333,559
0.25,560
0.26666666666666666,561
0.3333333333333333,562
0.16666666666666666,563
0.3333333333333333,564
1.0,565
0.5,566
0.3333333333333333,567
0.3333333333333333,568
0.5,569
0.25,570
0.35,571
0.25,572
0.3333333333333333,573
1.0,574
0.13333333333333333,575
0.3333333333333333,576
0.35,577
0.5,578
0.5,579
0.3333333333333333,580
0.0,581
0.25,582
1.0,583
0.17857142857142858,584
0.2638888888888889,585
0.25,586
0.5,587
0.5,588
0.3333333333333333,589
0.35,590
0.25,591
0.2142857142857143,592
0.8333333333333334,593
0.17857142857142858,594
0.35,595
0.2,596
0.15555555555555556,597
0.26666666666666666,598
0.20833333333333334,599
0.2619047619047619,600
0.3333333333333333,601
0.3333333333333333,602
0.17777777777777778,603
0.4523809523809524,604
0.26666666666666666,605
0.26666666666666666,606
0.16666666666666666,607
0.21428571428571427,608
0.13333333333333333,609
0.15454545454545454,610
0.125,611
0.35714285714285715,612
0.1527777777777778,613
0.2222222222222222,614
2.0,615
0.3333333333333333,616
0.16666666666666666,617
0.25,618
0.3333333333333333,619
0.3333333333333333,620
0.25,621
0.5,622
0.5,623
0.16666666666666666,624
0.13636363636363635,625
0.25,626
0.35,627
0.2,628
0.16666666666666666,629
0.17857142857142858,630
0.16666666666666666,631
1.0,632
1.0,633
0.3333333333333333,634
0.25,635
0.5,636
0.1527777777777778,637
0.1346153846153846,638
0.26666666666666666,639
0.125,640
0.16666666666666666,641
0.07692307692307693,642
0.17777777777777778,643
0.2142857142857143,644
0.14285714285714285,645
0.35,646
0.5,647
0.25,648
0.3333333333333333,649
0.2,650
0.2,651
1.0,652
0.25,653
0.15555555555555556,654
0.2,655
0.5,656
0.1,657
0.26666666666666666,658
0.1181818181818182,659
0.2,660
0.2142857142857143,661
0.25,662
0.2142857142857143,663
0.16666666666666666,664
0.2142857142857143,665
1.0,666
0.25,667
0.17857142857142858,668
0.35,669
0.5,670
0.25,671
0.16666666666666666,672
0.35,673
0.3333333333333333,674
0.2619047619047619,675
0.35,676
0.17857142857142858,677
0.2142857142857143,678
0.33333333333333337,679
0.2142857142857143,680
0.5,681
0.3333333333333333,682
0.45,683
0.25,684
0.2,685
0.2916666666666667,686
0.5,687
0.16666666666666666,688
0.35,689
0.5,690
0.25,691
0.3333333333333333,692
0.2142857142857143,693
0.21428571428571427,694
0.2222222222222222,695
0.26666666666666666,696
0.35,697
0.2222222222222222,698
0.3333333333333333,699
0.21428571428571427,700
0.2619047619047619,701
0.3333333333333333,702
0.35,703
0.21428571428571427,704
0.4,705
0.35,706
0.2,707
0.1212121212121212,708
0.5,709
0.2,710
0.35,711
0.25,712
0.13636363636363635,713
0.2,714
0.16666666666666666,715
0.2142857142857143,716
0.2142857142857143,717
0.2142857142857143,718
0.8333333333333334,719
0.16666666666666666,720
0.35,721
0.25,722
0.2,723
0.18181818181818182,724
0.10606060606060606,725
0.25,726
0.18055555555555555,727
0.1181818181818182,728
0.18055555555555555,729
0.1527777777777778,730
0.2916666666666667,731
0.15555555555555556,732
0.20833333333333334,733
0.2,734
0.13636363636363635,735
0.26666666666666666,736
0.5,737
0.13333333333333333,738
0.35,739
1.0,740
0.5,741
0.125,742
0.20833333333333334,743
0.26666666666666666,744
0.125,745
0.13333333333333333,746
0.2142857142857143,747
0.2,748
0.09090909090909091,749
0.1212121212121212,750
0.1181818181818182,751
0.21428571428571427,752
0.125,753
0.1212121212121212,754
0.2857142857142857,755
0.2,756
0.26666666666666666,757
0.1527777777777778,758
0.25,759
0.2,760
0.16666666666666666,761
0.1527777777777778,762
0.3333333333333333,763
0.25,764
0.2,765
0.1527777777777778,766
0.1527777777777778,767
0.1527777777777778,768
0.26666666666666666,769
0.13333333333333333,770
0.17777777777777778,771
0.16666666666666666,772
0.5,773
0.16666666666666666,774
0.25,775
0.125,776
0.26666666666666666,777
0.2142857142857143,778
0.1527777777777778,779
0.1181818181818182,780
0.13636363636363635,781
0.1181818181818182,782
0.13333333333333333,783
0.13636363636363635,784
0.26666666666666666,785
0.35,786
0.1181818181818182,787
0.1181818181818182,788
0.1527777777777778,789
0.13333333333333333,790
0.1527777777777778,791
0.13636363636363635,792
0.12179487179487179,793
0.5,794
0.125,795
0.1,796
0.1,797
0.20833333333333334,798
0.07142857142857142,799
0.0879120879120879,800
0.09090909090909091,801
0.10989010989010989,802
0.1527777777777778,803
0.5606060606060607,804
0.09890109890109891,805
0.08333333333333333,806
0.10897435897435898,807
0.17857142857142858,808
0.1527777777777778,809
0.10897435897435898,810
0.17272727272727273,811
0.13602941176470587,812
0.14743589743589744,813
0.09999999999999999,814
0.12087912087912088,815
0.1181818181818182,816
0.0879120879120879,817
0.22380952380952382,818
0.1212121212121212,819
0.08095238095238096,820
0.08333333333333333,821
0.1212121212121212,822
0.1,823
0.09615384615384615,824
0.17857142857142858,825
0.3484848484848485,826
0.1212121212121212,827
0.16666666666666666,828
0.15833333333333333,829
0.14761904761904762,830
0.26666666666666666,831
0.2,832
0.09615384615384615,833
0.09615384615384615,834
0.15555555555555556,835
0.13333333333333333,836
0.10606060606060606,837
0.2142857142857143,838
0.13333333333333333,839
0.125,840
0.1181818181818182,841
0.09890109890109891,842
0.09090909090909091,843
0.5,844
0.2,845
0.1212121212121212,846
0.16666666666666666,847
0.16666666666666666,848
0.2,849
0.2,850
0.08333333333333333,851
0.26666666666666666,852
0.2,853
0.06725146198830409,854
0.1212121212121212,855
0.16666666666666666,856
0.125,857
0.25,858
0.19696969696969696,859
0.08095238095238096,860
0.09191176470588236,861
0.0879120879120879,862
0.18055555555555555,863
0.26666666666666666,864
0.12087912087912088,865
0.08095238095238096,866
0.09047619047619047,867
0.09890109890109891,868
0.12087912087912088,869
0.09615384615384615,870
0.10897435897435898,871
0.09166666666666666,872
0.12087912087912088,873
0.08095238095238096,874
0.10989010989010989,875
0.10661764705882353,876
0.1730769230769231,877
0.18055555555555555,878
0.13636363636363635,879
0.1181818181818182,880
0.0879120879120879,881
0.09047619047619047,882
0.1527777777777778,883
0.1285714285714286,884
0.25,885
0.1045751633986928,886
0.09047619047619047,887
0.14285714285714285,888
0.07142857142857142,889
0.14761904761904762,890
0.14285714285714285,891
0.1213235294117647,892
0.1181818181818182,893
0.10606060606060606,894
0.09615384615384615,895
0.075,896
0.125,897
0.1,898
0.17857142857142858,899
0.1380952380952381,900
0.125,901
0.26666666666666666,902
0.5,903
0.1111111111111111,904
0.1181818181818182,905
0.18055555555555555,906
0.17857142857142858,907
0.14743589743589744,908
0.08095238095238096,909
0.1346153846153846,910
0.09166666666666666,911
0.1527777777777778,912
0.12179487179487179,913
0.15555555555555556,914
0.1527777777777778,915
0.10606060606060606,916
0.25,917
0.16666666666666666,918
0.18055555555555555,919
0.16666666666666666,920
0.26666666666666666,921
0.10989010989010989,922
0.16666666666666666,923
0.26666666666666666,924
0.2142857142857143,925
0.09890109890109891,926
0.15454545454545454,927
0.26666666666666666,928
0.1212121212121212,929
0.125,930
0.1,931
0.10606060606060606,932
0.10989010989010989,933
0.3333333333333333,934
0.1181818181818182,935
0.12179487179487179,936
0.2,937
0.08333333333333333,938
0.25,939
0.17857142857142858,940
0.2142857142857143,941
0.30952380952380953,942
0.1,943
0.17857142857142858,944
0.15555555555555556,945
0.33333333333333337,946
0.16666666666666666,947
0.09999999999999999,948
0.13333333333333333,949
0.15555555555555556,950
0.1,951
0.17272727272727273,952
0.2,953
0.15555555555555556,954
0.13333333333333333,955
0.22727272727272727,956
0.2,957
0.2619047619047619,958
0.1111111111111111,959
0.17857142857142858,960
0.5,961
0.12179487179487179,962
0.21428571428571427,963
0.13636363636363635,964
0.26666666666666666,965
0.16666666666666666,966
0.4666666666666667,967
0.075,968
0.20833333333333334,969
0.1,970
0.2,971
0.18055555555555555,972
0.2142857142857143,973
0.3333333333333333,974
0.2361111111111111,975
0.17857142857142858,976
0.09890109890109891,977
0.26666666666666666,978
0.07894736842105263,979
0.09615384615384615,980
0.35,981
0.21153846153846154,982
0.33333333333333337,983
0.1111111111111111,984
0.5,985
0.0879120879120879,986
0.12179487179487179,987
0.2,988
0.125,989
0.1527777777777778,990
0.2142857142857143,991
0.16666666666666666,992
0.1527777777777778,993
0.13333333333333333,994
0.3333333333333333,995
0.1527777777777778,996
0.17857142857142858,997
0.2,998
0.17272727272727273,999
0.2,1000
0.125,1001
0.09166666666666666,1002
0.15454545454545454,1003
0.25,1004
0.26666666666666666,1005
0.35,1006
0.09615384615384615,1007
0.22435897435897437,1008
0.3333333333333333,1009
0.15555555555555556,1010
0.21428571428571427,1011
0.10661764705882353,1012
0.08095238095238096,1013
0.35,1014
0.14285714285714285,1015
0.2619047619047619,1016
0.5904761904761905,1017
0.26666666666666666,1018
0.13636363636363635,1019
0.35714285714285715,1020
0.35,1021
0.125,1022
0.12179487179487179,1023
0.5,1024
0.06985294117647059,1025
0.1,1026
0.10606060606060606,1027
0.13333333333333333,1028
0.1380952380952381,1029
0.3333333333333333,1030
0.15714285714285717,1031
0.15555555555555556,1032
0.2361111111111111,1033
0.1948529411764706,1034
0.1111111111111111,1035
0.1181818181818182,1036
0.12179487179487179,1037
0.1,1038
0.2142857142857143,1039
0.16666666666666666,1040
0.11666666666666667,1041
0.1181818181818182,1042
0.5,1043
0.2361111111111111,1044
0.1181818181818182,1045
0.15555555555555556,1046
0.06315789473684211,1047
0.5,1048
0.08095238095238096,1049
0.1,1050
0.125,1051
0.17857142857142858,1052
0.25,1053
0.2,1054
0.25,1055
0.10606060606060606,1056
0.20909090909090908,1057
0.07720588235294118,1058
0.1212121212121212,1059
0.10606060606060606,1060
0.1527777777777778,1061
0.09047619047619047,1062
0.14285714285714285,1063
0.10989010989010989,1064
0.13333333333333333,1065
0.09191176470588236,1066
0.09890109890109891,1067
0.25,1068
0.09047619047619047,1069
0.2142857142857143,1070
0.09999999999999999,1071
0.13602941176470587,1072
0.6515151515151515,1073
0.09090909090909091,1074
0.09803921568627451,1075
0.07720588235294118,1076
0.2,1077
0.08333333333333333,1078
0.1181818181818182,1079
0.1,1080
0.06985294117647059,1081
0.4090909090909091,1082
0.08333333333333333,1083
0.06535947712418301,1084
0.17857142857142858,1085
0.15151515151515152,1086
0.15384615384615385,1087
0.1181818181818182,1088
0.13602941176470587,1089
0.1527777777777778,1090
0.07189542483660132,1091
0.09191176470588236,1092
0.1,1093
0.1380952380952381,1094
0.13333333333333333,1095
0.09615384615384615,1096
0.09890109890109891,1097
0.08095238095238096,1098
0.1527777777777778,1099
0.09926470588235294,1100
0.06985294117647059,1101
0.1111111111111111,1102
0.09090909090909091,1103
0.125,1104
0.125,1105
0.0625,1106
0.07894736842105263,1107
0.1527777777777778,1108
0.2619047619047619,1109
0.1758241758241758,1110
0.1181818181818182,1111
0.15151515151515152,1112
0.10606060606060606,1113
0.1181818181818182,1114
0.10818713450292398,1115
0.14285714285714285,1116
0.12179487179487179,1117
0.10989010989010989,1118
0.16666666666666666,1119
0.10606060606060606,1120
0.14285714285714285,1121
0.10952380952380954,1122
0.08333333333333333,1123
0.09890109890109891,1124
0.1111111111111111,1125
